paperid,doi,year,date,doctype,cited_by_count,is_retracted,reference_count,citation_count,C3,C5,C10,disruption,Atyp_Median_Z,Atyp_10pct_Z,Atyp_Pairs,WSB_mu,WSB_sigma,WSB_Cinf,SB_B,SB_T,team_size,institution_count,patent_count,newsfeed_count,nct_count,nih_count,nsf_count
W2973316003,https://doi.org/10.1109/tbme.2019.2942741,2019,2019-09-20,article,37,False,52,37,17,37,37,-0.0003697661772702,6.32349279128968,-9.634102407777274,190.0,,,,3.636363636363636,2.0,4,3,0,0,0,0,1
W2128510681,https://doi.org/10.1016/j.ijmedinf.2015.08.003,2015,2015-08-08,article,32,False,49,32,13,19,31,0.0008032128514056,70.54220617910171,9.746945724168596,190.0,,,,9.5,3.0,9,7,0,0,0,0,0
W2308013388,https://doi.org/10.1103/physreve.94.042304,2016,2016-10-05,article,30,False,36,30,13,20,30,-0.0013444335281038,588.7026793101658,0.4988899032766268,91.0,,,,1.9055555555555557,5.0,4,4,0,0,0,0,3
W3215649946,https://doi.org/10.1103/physreve.105.034204,2022,2022-03-17,article,25,False,104,23,23,23,23,-0.0064834825563445,779.6346588032565,113.08661693823218,630.0,,,,0.0,0.0,4,2,0,0,0,0,1
W4362500842,https://doi.org/10.1109/tvt.2023.3264020,2023,2023-04-03,article,23,False,61,23,23,23,23,9.45884875300844e-05,128.7126756952834,-16.107947222619536,153.0,,,,0.0,0.0,3,2,0,0,0,0,0
W3004438196,https://doi.org/10.1016/bs.acdb.2020.01.003,2020,2020-01-01,review,20,False,129,20,11,20,20,-0.0009687575684185,,,,,,,2.666666666666667,3.0,2,2,0,0,0,0,0
W3105927259,https://doi.org/10.1007/s00023-019-00792-5,2019,2019-03-27,article,18,False,62,18,12,16,16,-0.0010635469290082,578.4100652359324,-21.93402549887724,171.0,,,,2.0,1.0,2,1,0,0,0,0,0
W2944757103,https://doi.org/10.1103/physreve.100.012218,2019,2019-07-31,article,41,False,81,39,23,39,39,-0.0053954061970094,462.34759543111534,47.0,561.0,,,,-0.5701388888888889,1.0,6,5,0,0,0,0,1
W2528803891,https://doi.org/10.1007/s10912-016-9404-6,2016,2016-10-04,article,0,False,13,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2529798263,,2016,2016-08-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2548331565,,2016,2016-10-28,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3034926118,,2018,2018-08-30,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3123575337,,2015,2015-01-01,preprint,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3134384493,,2021,2021-03-02,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3208576193,https://doi.org/10.1088/1361-6544/ac1163,2021,2021-08-02,article,0,False,20,0,0,0,0,0.0,121.76024804071672,23.48043179523828,91.0,,,,,,0,0,0,0,0,0,0
W2205428521,https://doi.org/10.1080/10790195.2015.1075448,2015,2015-10-05,article,6,False,13,6,1,2,6,0.0002551996937603,73.15385489833388,23.12841105332536,15.0,,,,2.5,1.0,2,2,0,0,0,0,0
W2963870234,https://doi.org/10.1088/0951-7715/29/3/1056,2016,2016-02-12,article,10,False,25,10,4,6,10,0.0159680638722554,23.897609381002614,-12.080615798279096,45.0,,,,9.857142857142856,3.0,4,3,0,0,0,0,0
W2399264703,https://doi.org/10.1090/proc/13052,2015,2015-12-22,article,9,False,41,9,1,4,9,-0.0004020908725371,180.0356832356564,28.899918499706818,190.0,,,,0.0,0.0,2,2,0,0,0,0,0
W2536106371,https://doi.org/10.1088/0031-8949/91/11/114001,2016,2016-10-18,article,9,False,55,9,4,5,9,-0.0001532253945553,90.00717206463386,4.948456464446843,435.0,,,,11.0,6.0,4,3,0,0,0,0,0
W2424690109,,2016,2016-01-01,article,1,False,0,1,1,1,1,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W2337220205,https://doi.org/10.3109/14015439.2016.1166394,2016,2016-04-14,article,19,False,67,19,0,4,19,-3.731769373667292e-06,15.290392284070638,-5.321601783254023,351.0,,,,1.166666666666667,1.0,4,2,0,0,0,0,0
W2613764121,https://doi.org/10.1017/9781316216514.012,2017,2017-01-01,book-chapter,16,False,14,14,14,14,14,-0.0056841250507511,,,,,,,0.0,0.0,1,1,0,0,0,0,0
W4402132690,https://doi.org/10.1080/28376811.2024.2399028,2024,2024-09-02,article,0,False,23,0,0,0,0,0.0,8.760093521451862,1.2564359787614174,120.0,,,,,,0,0,0,0,0,0,0
W4403398079,https://doi.org/10.1111/head.14842,2024,2024-10-14,article,0,False,51,0,0,0,0,0.0,1027.5846661101357,16.710592522080848,66.0,,,,,,0,0,0,0,0,0,0
W2415495006,,2016,2016-06-03,article,5,False,0,5,4,5,5,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W2177768357,https://doi.org/10.5325/chaucerrev.50.3-4.0442,2015,2015-10-01,article,0,False,43,0,0,0,0,0.0,inf,536.6666666666667,3.0,,,,,,0,0,0,0,0,0,0
W2485354224,https://doi.org/10.1017/cbo9781139013666.015,2015,2015-06-05,book-chapter,0,False,3,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W1967349811,https://doi.org/10.1186/s12859-015-0450-2,2015,2015-01-27,article,22,False,33,21,11,18,21,0.0001476789787178,515.9150250430482,-18.83526665226706,66.0,,,,0.6041666666666666,1.0,3,3,0,0,0,0,0
W3029247755,https://doi.org/10.1093/comnet/cnaa013,2020,2020-04-01,article,21,False,151,21,13,21,21,-6.486346241162354e-05,317.1979446228771,-9.146753349236633,595.0,,,,0.6666666666666665,2.0,8,10,0,0,0,0,1
W2228202739,https://doi.org/10.3390/ijerph13010101,2016,2016-01-05,article,20,False,74,18,9,12,18,-0.003061447627378,6.313641498019764,-14.307897825953898,741.0,,,,0.0,0.0,7,7,0,0,0,0,0
W4309379126,https://doi.org/10.3389/frma.2022.1003481,2022,2022-11-18,article,0,False,25,0,0,0,0,0.0,1129.8073939447013,7.1647068838982015,1.0,,,,,,0,0,0,0,0,0,0
W4360801062,https://doi.org/10.5281/zenodo.7765249,2022,2022-09-07,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2964790706,,2019,2019-05-03,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4389621627,https://doi.org/10.1080/09515070.2023.2281946,2023,2023-12-11,article,0,False,84,0,0,0,0,0.0,124.47048822521904,8.899466703921824,276.0,,,,,,0,0,0,0,0,0,0
W4389680426,https://doi.org/10.1007/978-3-031-28229-4_35,2023,2023-01-01,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4389690706,https://doi.org/10.1007/978-3-031-28229-4_7,2023,2023-01-01,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4389690708,https://doi.org/10.1007/978-3-031-28229-4_6,2023,2023-01-01,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4389690719,https://doi.org/10.1007/978-3-031-28229-4_13,2023,2023-01-01,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2783689679,https://doi.org/10.1080/15332985.2018.1425795,2018,2018-01-11,article,15,False,57,15,8,10,15,-3.553201493765908e-06,25.940283442644684,-7.80154798379118,325.0,,,,6.466666666666667,3.0,2,1,0,0,0,0,0
W4200424813,https://doi.org/10.3390/cancers14010080,2021,2021-12-24,review,14,False,195,14,14,14,14,-0.0016015374759769,,,,,,,0.0,0.0,3,5,0,0,0,0,0
W2609365966,,2017,2017-03-04,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2621351940,https://doi.org/10.1108/ijpl-12-2016-0052,2017,2017-05-08,article,0,False,9,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2774942818,https://doi.org/10.1017/9781316822722.008,2017,2017-12-01,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4319334010,https://doi.org/10.1177/15394492231151882,2023,2023-02-07,article,1,False,37,1,1,1,1,0.0011160714285714,20.342548441835746,2.30606283628404,276.0,,,,0.0,0.0,2,2,0,0,0,0,0
W4391847284,https://doi.org/10.1080/00223891.2024.2307892,2024,2024-02-15,article,1,False,55,1,1,1,1,-2.9994900866852637e-05,58.47740832874864,8.146109392137047,351.0,,,,0.0,0.0,4,4,0,0,0,0,0
W4399378033,https://doi.org/10.2196/58352,2024,2024-06-05,article,1,False,65,1,1,1,1,-5.698005698005698e-05,32.81962308702628,-9.519686434034028,741.0,,,,0.0,0.0,6,3,0,0,0,0,0
W4401814505,https://doi.org/10.4081/ripppo.2024.797,2024,2024-08-23,article,1,False,51,1,1,1,1,-0.0013717421124828,78.88257305972454,11.06920990252748,190.0,,,,0.0,0.0,6,6,0,0,0,0,0
W3176452599,https://doi.org/10.3390/ijerph18126600,2021,2021-06-19,article,4,False,91,4,4,4,4,-0.0001698225354504,20.851672582410824,-2.046115425301202,1485.0,,,,0.0,0.0,6,3,0,0,0,0,0
W2333518898,https://doi.org/10.1002/pmic.201600067,2016,2016-04-02,article,12,False,36,11,3,7,11,-0.0005374242720343,224.5231890604846,1.6193977415500942,210.0,,,,3.0,3.0,10,6,0,0,0,0,0
W2797140072,https://doi.org/10.1037/ccp0000293,2018,2018-04-01,article,11,False,20,11,10,11,11,-0.0029537249753856,311.6246127644214,113.2427758113446,45.0,,,,0.0,0.0,5,5,0,0,0,0,0
W2996606638,https://doi.org/10.1037/cou0000400,2019,2019-12-19,article,11,False,32,11,8,11,11,-0.0012442232492001,549.8222693485795,20.06392480581802,45.0,,,,0.0,0.0,4,4,0,0,0,0,0
W3100150241,https://doi.org/10.1088/1367-2630/ab8ef8,2020,2020-04-30,article,28,False,102,28,25,28,28,-0.0031028368794326,593.2733288096854,89.74909505448545,465.0,,,,0.0,0.0,6,4,0,0,0,0,0
W2421185748,https://doi.org/10.1037/per0000200,2016,2016-06-17,article,27,False,21,26,12,19,26,0.0002533890789306,86.84884537544856,13.139703336765557,66.0,,,,0.0333333333333333,3.0,2,3,0,0,0,0,0
W3135164607,https://doi.org/10.1137/20m1341908,2021,2021-01-01,article,27,False,64,27,27,27,27,-0.0063484599106513,368.62360673612,46.21864714079432,378.0,,,,0.5,2.0,3,6,0,0,0,0,0
W4253871450,https://doi.org/10.19080/asm.2019.04.555630,2019,2019-08-21,article,0,False,9,0,0,0,0,0.0,3.067859955389481,0.2294157338705618,15.0,,,,,,0,0,0,0,0,0,0
W2609839675,https://doi.org/10.1103/physrevb.97.060303,2018,2018-02-23,article,85,False,57,85,53,75,82,-0.0069512521165671,302.76851377987055,12.712099800511862,496.0,,,,-0.422077922077922,1.0,3,3,0,0,0,0,1
W2952617626,https://doi.org/10.1142/s1793525320500041,2019,2019-02-26,article,3,False,9,3,3,3,3,-0.015228426395939,38.326688085366925,4.166466403097299,21.0,,,,0.0,0.0,3,5,0,0,0,0,0
W2082106901,https://doi.org/10.1163/15685179-12341312,2015,2015-04-17,article,1,False,1,1,0,1,1,0.5,,,,,,,0.0,0.0,1,1,0,0,0,0,0
W2188161727,https://doi.org/10.4300/jgme-d-15-00342.1,2015,2015-12-01,article,1,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3098269486,https://doi.org/10.1103/physrevresearch.2.043034,2020,2020-10-07,article,49,False,90,42,35,42,42,-0.0106194690265486,676.8660901215474,108.76786729041577,406.0,,,,-0.25,1.0,3,4,0,0,0,0,1
W3159194255,https://doi.org/10.2139/ssrn.3798136,2021,2021-01-01,article,4,False,4,4,4,4,4,0.0317460317460317,,,,,,,0.5,1.0,1,1,0,0,0,0,0
W3033637265,https://doi.org/10.48550/arxiv.2006.03698,2020,2020-01-01,preprint,7,False,63,7,5,7,7,-7.32340140609307e-05,,,,,,,0.0,0.0,4,2,0,0,0,0,0
W2989300184,https://doi.org/10.1016/j.cpr.2019.101786,2019,2019-11-09,review,15,False,88,14,11,14,14,-0.0001617512266134,,,,,,,0.0,0.0,2,2,0,0,0,0,0
W3184141707,,2015,2015-01-09,article,3,False,0,3,2,2,2,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W4200490990,https://doi.org/10.4081/ripppo.2021.590,2021,2021-12-21,article,3,False,55,3,3,3,3,-0.0033296337402885,114.5,21.875872686004517,276.0,,,,0.0,0.0,5,2,0,0,0,0,0
W3002514439,https://doi.org/10.1103/physreve.101.010202,2020,2020-01-22,article,129,False,99,124,107,124,124,-0.0134274010013654,754.7833364329219,94.44708728801996,465.0,,,,0.8921568627450981,2.0,7,5,0,0,0,0,1
W2768893883,,2017,2017-07-01,article,18,False,0,17,11,15,17,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W2924331158,https://doi.org/10.1073/pnas.1802976116,2019,2019-03-20,article,15,False,41,15,14,15,15,0.0001739668303243,32.44183210016028,-36.99500260556613,153.0,,,,0.0,0.0,5,5,0,0,0,0,0
W3047095122,https://doi.org/10.1103/physreve.103.032309,2021,2021-03-17,article,11,False,50,11,11,11,11,-0.0014093013891685,66.90200046686215,-23.07063657534025,210.0,,,,0.0,0.0,5,4,0,0,0,0,0
W2296178216,,2016,2016-03-03,article,9,False,0,6,2,3,6,0.0,,,,,,,4.0,3.0,0,0,0,0,0,0,0
W2609274034,https://doi.org/10.1111/head.13058,2017,2017-03-13,article,27,False,37,27,16,22,27,-0.0002498001598721,50.80398513741405,0.0487810801458764,153.0,,,,0.0,0.0,9,7,0,0,0,0,0
W2604278046,https://doi.org/10.1017/s1479244315000463,2016,2016-01-14,article,2,False,72,2,0,0,2,-1.5159922017361144e-06,,,,,,,0.0,0.0,1,1,0,0,0,0,0
W2782122626,https://doi.org/10.4018/ijkm.2017100105,2017,2017-10-01,article,2,False,74,2,0,0,1,-2.015153957762373e-05,541.4293960946114,50.11590062476303,171.0,,,,0.0,0.0,4,4,0,0,0,0,0
W2942869379,https://doi.org/10.1007/s40473-019-00173-6,2019,2019-05-02,article,2,False,98,2,1,2,2,0.0002935564362248,50.65679191344201,0.8939955179465909,903.0,,,,0.0,0.0,5,6,0,0,0,0,0
W4220946231,https://doi.org/10.2308/jiar-2021-042,2022,2022-03-29,article,2,False,39,2,2,2,2,-0.0004532064355313,442.8803546443218,19.18596162811512,153.0,,,,0.0,0.0,4,3,0,0,0,0,0
W4286750298,https://doi.org/10.1002/jcop.22921,2022,2022-07-23,article,2,False,38,2,2,2,2,0.0,17.615384615384613,0.5342450248829642,210.0,,,,0.0,0.0,6,5,0,0,0,0,0
W4229366141,https://doi.org/10.4081/ripppo.2022.595,2022,2022-05-09,article,5,False,45,5,5,5,5,0.0004533091568449,157.50534562966104,14.468167432417246,136.0,,,,0.0,0.0,2,1,0,0,0,0,0
W4250732637,https://doi.org/10.1016/j.copsyc.2018.06.003,2018,2018-06-30,review,9,False,19,8,3,8,8,-0.0004859086491739,,,,,,,4.0,1.0,2,2,0,1,0,0,0
W3016392224,https://doi.org/10.1111/cpsp.12335,2020,2020-04-13,article,8,False,6,8,7,8,8,-0.0061538461538461,98.15203649585834,32.18422697407804,10.0,,,,0.0,0.0,3,4,0,0,0,0,0
W2779013509,https://doi.org/10.1097/ccm.0000000000002917,2017,2017-12-19,article,25,False,37,22,13,17,22,-0.0035545023696682,96.41126425517272,8.079024325749307,78.0,,,,0.0,0.0,12,13,1,0,0,0,0
W4362719137,https://doi.org/10.1016/j.jht.2022.12.004,2023,2023-04-01,article,1,False,10,0,0,0,0,0.0,114.84908129980768,26.00420929544731,10.0,,,,,,0,0,0,0,0,0,0
W4386355978,https://doi.org/10.1063/5.0166346,2023,2023-09-01,article,1,False,21,1,1,1,1,0.0013586956521739,9.218231622775306,-3.34187104181412,78.0,,,,0.0,0.0,1,1,0,0,0,0,0
W3101464270,https://doi.org/10.1103/physrevmaterials.2.124203,2018,2018-12-20,article,69,False,59,69,35,60,69,-0.0064523983442902,575.60255363516,-2.028171036920985,190.0,,,,-1.0580219780219782,2.0,4,2,0,0,0,0,0
W3099514251,https://doi.org/10.1038/s41598-017-14384-y,2017,2017-11-02,article,61,False,47,57,13,51,57,-0.0039844509232264,284.0712431159353,-2.8755762069121307,190.0,,,,5.15625,3.0,6,6,1,0,0,0,0
W2525457065,https://doi.org/10.4337/9781789903997.00071,2019,2019-08-30,book-chapter,1,False,0,1,1,1,1,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W4394807164,https://doi.org/10.1016/j.fertnstert.2024.04.016,2024,2024-04-15,article,1,False,10,1,1,1,1,-0.0123456790123456,1116.705360116001,25.274933297944767,3.0,,,,0.0,0.0,9,4,0,1,0,0,0
W4394894251,https://doi.org/10.1086/729441,2024,2024-04-01,article,1,False,80,1,1,1,1,0.0009345794392523,38.22616343841696,-1.3661476666175618,528.0,,,,0.0,0.0,1,1,0,0,0,0,0
W4398932414,https://doi.org/10.7910/dvn/wzi945,2021,2021-01-01,dataset,1,False,0,1,1,1,1,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W2623007883,,2015,2015-09-01,preprint,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2774098196,https://doi.org/10.1017/9781316822722.009,2017,2017-12-01,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3093156908,https://doi.org/10.1038/s41598-020-74519-6,2020,2020-10-16,article,37,False,34,36,27,36,36,-8.790899660671274e-06,4.553050620170993,-12.71006322051385,136.0,,,,0.0,0.0,5,4,0,0,0,0,1
W3031481217,https://doi.org/10.1103/physrevb.101.174312,2020,2020-05-26,article,33,False,84,33,24,32,32,-0.005050505050505,639.6572889738392,57.10360804611064,528.0,,,,0.0166666666666666,1.0,4,4,0,0,0,0,3
W3181865815,https://doi.org/10.3386/w28999,2021,2021-07-01,preprint,29,False,44,28,21,21,21,-0.0005668934240362,,,,,,,157.11969111969114,32.0,6,12,0,3,0,0,0
W4321254728,https://doi.org/10.1007/s10569-023-10122-x,2023,2023-02-01,article,2,False,22,2,2,2,2,-0.048780487804878,59.54014081940289,-2.148562612275417,66.0,,,,0.0,0.0,3,2,0,0,0,0,0
W2945660437,https://doi.org/10.1007/978-3-030-16111-8_15,2019,2019-01-01,book-chapter,1,False,0,1,1,1,1,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W3034113049,https://doi.org/10.1007/s41463-020-00087-6,2020,2020-06-02,article,1,False,11,1,1,1,1,6.013952369497234e-05,58.67142450836651,7.5465393885917775,3.0,,,,0.0,0.0,1,1,0,0,0,0,0
W3033445195,https://doi.org/10.1080/09515070.2020.1773404,2020,2020-06-03,article,142,False,32,138,119,138,138,-0.0020065669463699,33.49593761368297,-1.571428571428571,120.0,,,,-0.3648648648648648,1.0,3,1,0,0,0,0,0
W2008593390,https://doi.org/10.1016/j.cognition.2015.04.001,2015,2015-04-30,article,135,False,46,130,36,72,129,-0.0145842403134523,112.0,5.096334447297563,91.0,,,,13.878735632183908,8.0,3,3,0,0,0,0,1
W2758020113,https://doi.org/10.1088/1367-2630/aabe5f,2018,2018-05-03,article,5,False,37,5,4,5,5,-0.0002760905577029,495.8465970397809,1.413466241521083,78.0,,,,0.0,0.0,7,7,0,0,0,0,0
W3082618107,https://doi.org/10.1136/bmjqs-2020-011111,2020,2020-09-02,article,4,False,57,4,4,4,4,-0.0001382552191345,19.38282387134945,-0.8449886842979478,210.0,,,,0.0,0.0,8,6,0,0,0,0,0
W3088515156,https://doi.org/10.1080/23279095.2020.1813142,2020,2020-09-27,article,4,False,85,4,4,4,4,-0.0001471507927748,25.695769011457514,-1.2834225684780338,741.0,,,,0.0,0.0,4,5,0,0,0,4,0
W2945455567,https://doi.org/10.1007/978-3-030-16111-8_16,2019,2019-01-01,book-chapter,2,False,0,2,2,2,2,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W2945513380,https://doi.org/10.1007/978-3-030-16111-8_20,2019,2019-01-01,book-chapter,2,False,0,2,1,2,2,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W3043265330,,2020,2020-07-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3139276539,,2020,2020-05-14,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3190919835,https://doi.org/10.52907/slr.v5i1.117,2020,2020-08-01,article,0,False,1,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3193909746,,2021,2021-01-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4235906071,https://doi.org/10.36019/9780813544946-001,2020,2020-12-31,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3112705461,https://doi.org/10.1088/1367-2630/abd2e6,2020,2020-12-12,article,21,False,70,18,12,18,18,-0.0040531411844179,539.7863781314088,60.07306957715358,435.0,,,,0.711111111111111,2.0,6,4,0,0,0,0,1
W3157370420,https://doi.org/10.1103/physrevb.104.085117,2021,2021-08-11,article,21,False,75,21,21,21,21,-0.0055105348460291,854.005742187145,132.08270554410467,378.0,,,,-0.1,1.0,5,5,0,0,0,0,0
W2891986042,https://doi.org/10.1088/1751-8121/aae2c3,2018,2018-09-20,article,17,False,81,17,15,17,17,-0.0017825311942959,614.4900957796159,63.27422426345587,351.0,,,,1.0,1.0,5,4,0,0,0,0,1
W2088177802,https://doi.org/10.1103/physreva.91.023807,2015,2015-02-05,article,15,False,49,14,7,8,14,-0.0003966207908618,300.43066340380153,-9.71706647033256,136.0,,,,7.166666666666667,5.0,4,9,1,0,0,0,0
W4385196661,https://doi.org/10.1371/journal.pone.0286708,2023,2023-07-24,article,12,False,95,12,12,12,12,-0.0004215407313731,34.98695008725506,-7.68765055890872,1035.0,,,,0.0,0.0,8,6,0,0,0,1,0
W2910450486,https://doi.org/10.1016/j.cbpra.2018.11.003,2019,2019-01-09,article,6,False,31,6,4,6,6,0.0,259.3688843463537,50.44838554364645,10.0,,,,0.0,0.0,4,3,0,0,0,0,0
W4247494735,https://doi.org/10.1017/cbo9781316111291.010,2016,2016-10-17,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4253879439,https://doi.org/10.1086/716606,2021,2021-09-01,article,0,False,1,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4391091887,https://doi.org/10.2139/ssrn.4702877,2024,2024-01-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4398368966,https://doi.org/10.7910/dvn/8hfvu8/ds6i5e,2019,2019-01-01,dataset,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4398493861,https://doi.org/10.7910/dvn/8hfvu8/wevmbd,2019,2019-01-01,dataset,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4403211481,https://doi.org/10.1109/icecet61485.2024.10698596,2024,2024-07-25,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2896402779,https://doi.org/10.1016/j.jaac.2018.07.725,2018,2018-10-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4249042407,https://doi.org/10.36019/9780813553818-002,2019,2019-12-31,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4378422127,https://doi.org/10.1515/9798887190716-fm,2022,2022-12-31,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4282840774,https://doi.org/10.18060/25650,2022,2022-06-14,article,0,False,44,0,0,0,0,0.0,235.559263597649,16.288517104809884,190.0,,,,,,0,0,0,0,0,0,0
W4401596619,https://doi.org/10.3390/biom14080983,2024,2024-08-10,review,0,False,82,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2403053027,https://doi.org/10.1142/s0129167x16500646,2016,2016-05-27,article,30,False,13,30,8,20,30,-0.0031505986137366,424.3228270296822,244.67534132748585,15.0,,,,0.7333333333333334,2.0,3,3,0,0,0,0,1
W4321495806,https://doi.org/10.1002/jclp.23497,2023,2023-02-22,article,3,False,26,3,3,3,3,-0.0002239641657334,53.47021760871181,4.686336343741244,153.0,,,,0.0,0.0,6,3,0,0,0,0,0
W3005209474,https://doi.org/10.1002/capr.12298,2020,2020-02-04,article,12,False,45,12,6,12,12,-0.00031862354628,69.7765023078197,2.038741038432049,325.0,,,,5.5,1.0,2,2,0,0,0,0,0
W249701142,https://doi.org/10.1016/j.poly.2015.05.003,2015,2015-05-12,article,6,False,52,6,2,3,6,-0.0001932740626207,756.9733299023466,82.83882401929127,210.0,,,,0.0,0.0,3,2,0,0,0,0,1
W3122107112,,2017,2017-04-01,preprint,5,False,0,5,4,5,5,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W4388336451,https://doi.org/10.1016/j.cnsns.2023.107665,2023,2023-11-04,article,5,False,68,5,5,5,5,-0.000866400970369,8.074061938731719,-11.7142286535157,780.0,,,,0.0,0.0,4,2,0,0,0,0,2
W4385445029,https://doi.org/10.1016/j.jpsychores.2023.111442,2023,2023-08-01,article,4,False,64,4,4,4,4,-7.584663809776632e-05,16.302935756657885,-5.008281442477749,528.0,,,,0.0,0.0,8,4,0,0,0,0,0
W4367600344,https://doi.org/10.1063/5.0142245,2023,2023-05-01,article,3,False,23,3,3,3,3,0.002680965147453,-2.4563669369614134,-39.86093613001693,153.0,,,,0.0,0.0,3,1,0,0,0,0,0
W4378438639,https://doi.org/10.1016/j.visres.2023.108266,2023,2023-05-27,article,3,False,73,4,4,4,4,0.0,181.0972135029617,3.6856297748672415,325.0,,,,0.0,0.0,4,5,0,0,0,0,0
W4390187328,https://doi.org/10.1109/jsac.2023.3345425,2023,2023-12-25,article,3,False,28,2,2,2,2,-0.0006299212598425,2.168368960589186,-45.13845775767364,210.0,,,,0.0,0.0,6,4,0,0,0,0,0
W4367625682,https://doi.org/10.1002/hbm.26323,2023,2023-05-01,article,2,False,53,2,2,2,2,-0.0001787150388705,1135.8905916179406,90.10691944100216,120.0,,,,0.0,0.0,4,3,0,0,0,0,1
W4385576936,https://doi.org/10.1137/22m1525508,2023,2023-08-04,article,1,False,44,1,1,1,1,-0.0021834061135371,151.04664547387637,0.5962676929960479,325.0,,,,0.0,0.0,3,3,0,0,0,0,0
W3191936319,https://doi.org/10.48550/arxiv.2108.02075,2021,2021-01-01,preprint,0,False,35,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4241283673,https://doi.org/10.2139/ssrn.3572313,2020,2020-01-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,1,0,0,0
W4400944825,https://doi.org/10.1080/00268976.2024.2371555,2024,2024-07-24,article,0,False,75,0,0,0,0,0.0,226.98081537847952,5.545707945685822,378.0,,,,,,0,0,0,0,0,0,2
W3108357298,https://doi.org/10.1093/bioinformatics/btaa985,2020,2020-11-11,article,40,False,49,40,24,40,40,-0.0009097341554634,228.03655821344609,-3.6137769787657072,136.0,,,,0.8763888888888889,2.0,4,3,0,0,0,0,0
W2290833023,https://doi.org/10.1177/1742395315614381,2015,2015-11-03,article,37,False,27,37,8,13,37,0.0008649731403077,108.6003072348403,2.8037849354779003,45.0,,,,5.0375,2.0,9,5,0,0,0,0,0
W2792248455,https://doi.org/10.1037/bul0000137,2018,2018-02-01,review,22,False,184,22,12,16,22,-0.0003012098596027,,,,,,,6.625,5.0,6,3,0,0,0,0,0
